battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1661,1,0.8,1,1,1,6,1.0,109,7,2,594,1337,864,9,8,2,1,0,1,1
899,0,0.5,1,13,1,57,0.9,172,2,18,788,1331,364,11,1,7,1,1,0,0
715,0,2.3,1,4,0,48,0.1,160,4,6,21,562,3709,14,2,10,0,0,0,2
916,1,2.6,0,0,0,36,0.3,195,4,12,188,992,1470,13,0,14,0,1,0,0
1314,1,2.2,0,0,1,40,0.8,116,7,1,328,1858,3033,9,8,17,1,1,1,3
544,1,0.5,1,2,1,7,0.2,129,5,15,227,610,1675,13,4,17,1,1,0,0
915,0,1.1,0,6,0,56,0.6,187,8,17,532,1448,905,19,10,12,0,1,0,0
1405,0,1.7,0,0,0,8,0.3,107,4,7,284,1036,2376,19,6,11,0,1,0,2
1926,1,1.7,1,1,1,33,0.4,172,3,2,982,1157,2488,6,1,14,1,0,0,2
636,0,0.5,0,8,1,28,0.9,152,2,15,148,742,2927,15,6,3,1,0,0,2
555,1,3.0,1,5,1,38,0.8,193,2,10,214,1970,1686,8,1,8,1,0,1,1
1133,0,1.4,0,3,0,42,0.1,199,5,12,730,1543,1457,18,12,20,1,0,1,1
617,1,2.3,0,0,0,32,0.5,199,7,20,768,874,2213,18,13,7,0,0,0,1
987,1,1.9,0,4,1,52,0.5,83,3,8,419,736,2757,17,12,15,1,1,0,2
1277,0,3.0,0,0,1,41,0.3,200,4,3,902,1090,429,9,4,14,1,1,1,0
891,0,0.5,1,9,1,25,0.3,196,2,19,375,1724,2073,7,1,10,1,0,1,1
753,1,0.5,0,11,1,48,0.1,121,8,20,606,1316,3484,11,10,16,1,0,0,3
1002,0,2.6,1,7,0,27,0.1,146,1,10,115,1111,1295,18,15,17,1,0,1,0
569,1,2.5,1,0,0,41,0.3,124,1,1,388,605,2651,17,7,4,0,0,0,1
862,1,0.8,1,3,0,23,0.4,165,2,15,793,1758,278,16,3,11,0,0,1,0
1349,1,2.2,1,5,0,55,0.1,105,7,7,648,1019,2462,15,7,17,1,0,1,2
1726,1,1.9,0,1,1,42,0.6,106,5,3,1221,1804,1868,16,7,6,1,0,0,2
1902,0,0.5,0,10,0,13,0.2,155,4,11,766,877,940,14,10,15,1,1,0,1
1625,1,0.5,1,2,1,50,0.1,107,8,17,8,1219,670,16,3,8,1,0,0,0
1186,1,0.5,1,2,0,21,0.4,160,8,4,68,584,2361,17,8,7,1,0,0,1
1398,0,1.6,1,8,1,26,0.8,150,1,12,755,1284,3488,14,3,11,1,1,0,3
999,0,2.6,1,11,1,56,1.0,165,4,13,342,1641,3083,8,4,11,1,1,1,2
1230,1,1.6,0,0,1,48,0.7,111,7,2,1960,1963,1622,18,17,16,1,1,1,2
1751,0,2.5,0,1,0,4,0.6,146,8,9,1499,1952,1155,19,14,12,0,1,1,1
946,0,1.7,1,8,1,25,0.8,143,6,15,650,1740,2177,7,5,13,1,1,1,2
1880,0,0.5,0,0,1,7,0.6,104,4,1,890,1019,2968,9,0,3,1,1,0,3
1692,0,2.1,0,4,1,2,0.9,106,1,17,1899,1904,3779,9,3,7,1,1,1,3
1614,0,1.9,0,8,1,55,0.3,188,3,17,860,1330,3914,17,13,13,1,0,0,3
1995,1,1.9,0,6,0,9,0.8,139,6,18,1830,1963,1203,14,12,18,1,1,1,2
637,0,2.3,0,3,1,60,0.8,97,4,4,1125,1989,374,18,4,8,1,0,1,0
1564,0,1.5,1,1,0,42,0.7,108,2,2,1619,1962,3376,7,0,7,0,1,0,3
1485,0,1.0,0,2,1,32,0.7,84,2,9,510,1013,2147,19,1,11,1,1,0,2
821,0,1.8,1,5,0,54,0.1,109,3,9,253,1786,3185,8,4,15,1,0,0,2
869,0,1.9,0,0,0,2,0.6,197,7,3,519,533,3249,19,0,12,0,0,1,2
1571,0,2.9,0,1,0,30,0.9,150,7,3,805,956,586,10,9,4,0,1,1,0
1514,0,2.9,0,0,0,27,0.2,118,3,1,186,1810,1152,8,3,20,0,1,1,1
763,0,1.7,1,8,1,2,0.5,92,8,14,1028,1186,1050,6,4,8,1,1,0,0
1927,0,0.9,1,3,0,11,0.4,190,8,12,491,1506,2916,16,11,18,0,1,1,3
1426,1,2.5,0,2,1,55,0.4,109,1,7,777,1032,2562,5,1,3,1,0,0,2
1077,1,1.7,1,1,0,58,0.8,86,7,13,135,1892,3902,9,3,3,1,0,0,3
1678,1,2.3,1,11,0,7,0.5,192,1,14,418,1763,574,5,3,19,1,0,0,0
1751,0,0.5,1,6,0,8,0.6,178,6,20,170,564,2969,8,6,17,0,0,1,2
1000,1,0.5,0,12,0,63,0.7,179,8,18,1537,1761,3744,11,1,7,0,0,1,3
1998,1,1.2,0,8,0,31,0.6,196,8,19,50,1356,2311,17,9,18,1,1,0,2
1448,0,1.4,1,13,0,26,1.0,156,3,16,1792,1850,1175,12,9,6,0,1,0,1
1733,1,1.5,1,4,1,6,0.9,170,1,15,590,997,3488,6,4,10,1,1,1,3
1775,1,1.5,0,3,0,41,0.1,163,1,7,1633,1869,2343,19,13,14,1,1,1,3
1852,0,1.4,0,4,1,10,0.7,196,1,18,580,1163,3970,13,1,11,1,0,1,3
1859,0,0.5,1,3,0,22,0.7,164,1,7,1004,1654,1067,17,1,10,1,0,0,1
523,0,2.6,1,1,0,14,0.1,155,8,2,304,1042,1427,9,1,9,0,1,0,0
1043,0,2.7,0,3,0,29,0.2,83,8,17,887,893,1183,5,3,8,1,0,0,0
856,1,1.1,1,14,1,19,0.7,125,6,19,1057,1931,650,17,0,10,1,0,1,0
1653,0,0.5,1,2,1,37,0.9,176,4,6,447,1785,3955,19,4,18,1,1,1,3
1602,0,1.6,1,0,1,35,0.1,99,7,7,1325,1800,1829,18,17,13,1,0,0,2
1059,0,0.5,1,0,0,50,0.7,182,8,1,519,1545,619,5,3,18,0,1,1,0
1347,0,0.9,1,8,1,53,0.8,108,6,15,961,1008,3836,15,3,14,1,0,1,3
1216,0,3.0,0,4,0,47,0.4,199,3,7,1852,1967,2268,13,5,4,0,1,1,2
904,1,1.2,1,10,1,31,0.8,112,3,11,657,1014,2814,13,3,19,1,0,0,2
1172,1,2.1,1,4,0,41,0.1,95,3,7,1314,1884,1107,7,3,5,0,0,0,1
1296,0,1.4,1,3,0,11,0.2,129,7,4,1222,1382,2552,19,8,10,1,1,1,2
1135,1,2.0,1,0,0,46,0.3,83,1,4,293,1846,3029,19,17,9,1,1,1,3
969,0,2.4,0,0,0,45,0.3,124,7,0,491,589,404,18,5,19,1,0,1,0
623,0,1.4,1,0,1,15,0.2,189,3,1,778,844,3510,14,4,18,1,0,1,2
1119,0,0.5,1,0,1,23,0.4,164,4,1,821,915,3520,7,4,7,1,0,0,3
1685,0,0.6,0,14,0,16,0.6,137,7,15,120,1429,881,6,3,17,0,1,1,0
1379,0,0.5,1,1,0,19,0.3,134,8,17,387,671,3912,11,2,19,0,1,1,3
1840,0,0.5,1,12,0,34,0.7,142,1,16,311,1545,1078,8,0,10,0,0,0,1
1615,1,2.8,0,3,0,9,0.9,117,1,13,542,678,2948,8,3,3,1,1,0,2
842,0,2.2,0,1,0,7,0.6,188,2,2,20,756,2549,9,7,19,0,0,1,1
710,1,0.5,0,6,0,32,0.8,151,5,9,485,857,1419,12,11,18,0,1,0,0
912,1,2.8,1,6,1,46,0.4,84,4,11,995,1310,851,8,4,4,1,1,1,0
1783,1,0.5,0,8,0,14,0.6,183,8,11,910,1566,1816,12,7,7,0,0,1,2
1125,1,2.7,0,10,0,23,0.4,117,1,14,774,939,1641,14,8,12,1,1,0,1
865,0,1.2,1,8,0,59,0.1,159,3,9,805,1804,2361,16,11,19,1,0,1,2
1355,0,2.3,0,10,1,23,0.2,132,5,16,651,891,880,19,4,8,1,1,0,0
1678,0,2.1,0,3,1,64,0.9,134,3,11,436,536,278,19,0,10,1,1,0,0
915,1,0.5,1,9,1,33,0.3,199,2,16,503,986,2156,7,3,13,1,1,0,1
1945,0,1.6,1,0,1,57,0.3,195,4,1,743,1753,732,14,1,14,1,1,0,1
1496,1,1.9,1,13,0,38,0.1,126,4,14,501,506,1927,17,4,6,0,0,1,1
1129,1,2.8,1,0,0,49,0.5,185,2,2,1070,1079,1857,8,4,5,1,1,1,1
1108,1,1.3,1,14,1,2,0.3,169,7,20,208,1742,1229,5,3,4,1,1,0,0
1994,0,1.5,1,2,1,7,0.5,146,8,7,447,1435,3622,7,0,20,1,0,1,3
1554,0,2.8,1,7,0,23,0.1,105,6,18,699,1492,2184,13,9,20,1,0,1,2
986,1,0.8,0,13,1,28,0.8,182,4,20,199,679,1149,8,7,18,1,1,0,0
858,0,2.2,0,1,0,50,0.1,84,1,2,528,1416,3978,17,16,3,1,1,0,3
950,1,0.5,0,9,0,55,0.1,156,5,10,774,843,1095,14,12,13,0,1,0,0
1897,0,3.0,0,1,1,21,0.5,192,8,2,1311,1935,273,17,6,3,1,1,1,0
1822,0,1.2,0,0,0,8,0.2,195,6,0,172,910,2577,9,5,8,1,1,0,2
1514,1,1.4,0,3,1,12,0.6,138,3,4,306,538,1037,15,3,15,1,0,1,0
1559,1,1.3,1,10,1,10,0.3,114,8,17,117,681,2203,7,5,15,1,1,1,1
657,1,1.9,1,2,0,21,0.1,110,8,8,705,1905,783,6,1,11,1,1,0,0
1895,0,0.5,0,2,1,5,0.7,134,1,11,725,1335,774,15,4,6,1,1,0,1
1731,1,1.4,1,4,1,4,0.5,163,6,18,809,1988,3892,5,1,4,1,1,1,3
625,0,2.7,1,2,0,42,0.8,138,8,3,203,1771,2929,10,4,17,1,0,0,2
832,0,0.7,1,2,1,39,0.7,103,4,3,125,1504,1799,5,2,11,1,0,1,1
1786,0,0.5,0,9,1,58,0.7,161,7,10,231,1671,2764,9,3,7,1,1,1,3
1310,0,1.4,0,0,0,33,0.4,105,1,14,806,1016,1301,13,12,19,0,0,1,1
600,0,2.5,1,8,1,22,0.1,145,1,11,207,1162,3441,19,1,5,1,0,0,2
1558,1,2.4,0,0,1,27,0.1,146,1,1,120,1409,3598,9,2,12,1,0,1,3
1617,0,1.5,0,1,1,63,0.7,111,2,10,274,1079,2754,19,10,8,1,1,1,2
674,1,2.8,1,0,1,8,0.2,93,3,0,750,772,589,18,6,4,1,1,0,0
1562,1,1.2,1,0,1,52,0.1,105,7,9,480,728,2829,13,10,3,1,1,1,2
1520,1,2.2,0,5,1,33,0.5,177,8,18,151,1005,3826,14,9,13,1,1,1,3
964,0,2.0,0,0,1,22,0.7,86,8,0,225,1234,2577,17,16,5,1,1,0,2
1179,1,0.8,0,1,0,5,0.9,154,5,17,913,1429,543,8,7,18,0,0,1,0
1560,0,2.3,0,0,1,22,0.8,169,7,1,745,1364,1938,15,11,16,1,1,1,2
1620,0,2.6,1,6,0,5,0.9,186,6,18,434,1339,1086,18,14,13,1,0,0,1
538,0,0.8,0,12,1,2,0.8,177,7,13,235,662,417,8,4,9,1,0,1,0
972,1,1.7,0,0,1,54,0.7,107,3,4,681,1050,1900,16,8,19,1,0,1,1
922,1,0.7,0,0,1,47,1.0,157,8,14,1295,1808,1464,17,4,12,1,0,1,1
1760,0,1.4,1,5,0,63,0.8,127,8,19,1382,1383,2053,19,12,16,0,1,0,2
1001,0,2.8,1,1,0,40,0.2,117,3,7,922,1836,3654,13,9,10,1,1,1,3
554,1,1.3,0,0,0,12,0.1,105,6,10,85,806,3764,10,7,4,0,1,1,2
777,1,2.6,0,3,0,30,0.9,148,5,17,189,1143,3886,14,10,7,1,0,0,3
1608,0,1.8,1,7,0,28,0.4,183,2,13,1013,1158,489,15,11,8,0,0,1,0
757,0,2.3,1,5,1,58,0.2,163,4,7,535,697,3237,19,12,9,1,0,1,2
793,0,1.0,1,5,1,30,0.9,133,2,15,1858,1935,2332,17,13,14,1,1,1,2
1504,0,2.3,1,1,0,64,0.9,182,1,2,19,1923,3059,6,5,10,0,1,0,3
514,1,0.7,0,4,0,57,0.1,186,3,7,168,1320,687,6,0,20,1,1,1,0
605,0,1.5,0,9,1,18,0.9,162,2,14,329,656,2301,15,9,8,1,0,0,1
616,1,2.2,0,3,1,21,0.8,150,7,4,347,513,3267,17,9,19,1,0,0,2
1854,0,0.9,1,0,1,33,0.4,195,1,0,665,718,1675,14,12,9,1,0,1,1
1484,0,3.0,0,3,0,12,0.6,134,3,5,916,969,1457,14,4,20,1,1,0,1
1215,0,1.0,0,4,0,16,0.1,130,4,8,454,1473,2632,7,1,15,0,0,1,2
1860,0,0.5,1,2,1,55,0.7,83,6,3,195,799,676,15,0,4,1,0,1,0
1442,0,1.0,1,0,0,27,0.1,192,3,19,231,687,2227,6,5,20,1,1,0,1
517,0,1.4,1,3,1,33,0.8,183,4,8,660,974,3704,17,16,11,1,0,1,3
1715,0,2.6,1,9,1,15,0.6,120,6,20,114,1849,1249,16,2,4,1,1,0,1
1203,1,0.5,1,0,1,11,0.9,109,2,12,35,510,1672,17,13,19,1,1,0,0
962,1,1.1,1,3,0,17,0.1,161,8,20,546,1424,3438,14,3,20,0,0,0,3
1892,1,0.7,0,5,0,47,0.4,110,4,10,1399,1564,2172,17,14,3,1,1,1,2
1260,0,0.6,0,5,1,13,1.0,106,6,6,165,736,2710,13,1,8,1,1,0,2
1180,1,1.2,0,5,1,50,1.0,144,4,20,925,1252,1464,7,3,20,1,1,1,1
1320,0,0.5,1,7,0,48,0.2,168,5,16,103,1583,2893,8,5,9,0,0,1,2
1786,0,2.6,0,6,0,14,1.0,115,4,15,616,912,3038,18,0,14,1,0,0,3
1589,0,0.6,0,0,0,5,0.8,112,5,2,776,1397,3430,7,5,19,1,1,1,3
1172,0,1.9,0,0,1,27,0.7,164,1,3,607,1092,1477,12,0,6,1,0,0,1
1809,1,1.7,0,3,1,59,0.1,174,3,4,639,721,2324,10,6,16,1,0,1,2
934,0,1.1,0,7,0,24,0.8,112,5,12,1111,1463,1017,12,7,9,0,0,1,0
1497,1,0.7,0,5,0,32,0.7,92,3,9,1920,1933,1329,6,1,7,1,1,0,2
1836,0,1.1,1,0,0,14,0.7,104,5,1,168,1068,2469,18,6,7,1,1,1,2
1880,1,1.8,0,4,1,18,0.7,138,3,5,71,699,3333,17,15,7,1,0,0,3
1424,1,2.9,1,0,0,20,0.6,180,5,0,181,1199,2658,15,0,19,1,0,0,2
1742,0,2.3,1,9,1,43,0.4,170,7,12,453,681,2610,12,3,10,1,0,1,2
539,1,0.6,1,9,0,21,0.1,145,7,14,551,599,3597,14,5,9,0,0,0,2
822,1,0.5,0,0,1,51,0.3,157,6,20,667,860,3846,10,1,3,1,0,0,3
1729,1,2.1,1,1,0,12,0.9,186,1,6,461,1178,1519,9,4,5,1,0,1,1
1110,0,0.6,0,1,0,42,0.9,192,5,2,1179,1262,456,12,8,18,1,1,0,0
1112,0,0.5,0,0,1,12,0.9,190,4,6,777,1119,3302,11,0,20,1,1,1,3
1937,1,1.7,0,17,0,58,0.6,189,1,19,1728,1767,3321,5,4,14,1,1,0,3
1697,0,0.5,0,0,1,60,0.1,90,4,0,88,1046,441,15,1,11,1,1,0,0
1744,0,2.8,0,0,1,62,0.7,158,1,0,621,1558,345,10,6,14,1,0,0,0
1778,0,1.4,1,3,1,45,1.0,132,4,17,88,516,1624,15,13,9,1,1,0,1
722,0,1.1,0,12,0,12,1.0,93,6,20,138,1371,2359,13,6,3,0,0,0,1
899,1,2.7,0,3,1,53,0.3,192,4,11,641,1638,2870,19,16,10,1,0,1,2
1035,1,1.9,1,8,0,11,1.0,173,6,10,831,1709,2002,17,8,5,1,1,0,1
986,1,1.5,0,1,1,23,0.8,183,8,3,471,800,2385,16,9,19,1,0,0,1
1469,0,0.5,0,3,1,58,0.5,150,7,8,1699,1850,1571,17,16,2,1,0,0,2
957,1,0.7,0,0,1,4,0.1,160,2,0,38,1682,1898,12,4,3,1,1,0,1
1266,0,0.5,0,0,1,5,0.1,95,6,9,1365,1698,1687,11,0,18,1,0,0,2
860,1,1.3,1,8,1,40,0.7,170,3,13,1573,1581,2832,13,7,20,1,1,1,2
965,1,0.5,0,15,0,53,1.0,131,8,19,297,653,3227,12,6,8,1,0,0,2
1940,1,0.9,1,4,0,17,0.7,93,5,7,112,858,2297,14,6,8,0,1,0,2
707,0,2.1,1,2,0,25,0.8,131,3,17,495,574,3838,9,2,7,1,0,1,3
1979,1,1.6,1,0,0,32,0.2,165,7,1,833,1630,452,13,6,14,0,1,0,0
565,0,0.6,1,1,0,50,0.1,158,2,8,543,703,2156,13,6,6,1,1,1,1
1845,1,0.5,1,10,0,61,0.3,96,1,12,292,695,1731,9,5,6,0,0,0,1
1073,1,0.5,1,0,0,51,0.5,145,7,0,690,804,2908,6,0,18,0,1,0,2
1923,0,1.0,1,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,1,0,1,2
866,0,0.5,1,5,1,46,0.5,179,8,7,692,1686,3825,12,11,2,1,1,1,3
501,1,0.5,1,14,0,22,0.5,174,6,20,239,1636,3077,17,3,17,0,0,0,2
763,1,0.5,0,9,1,51,0.3,104,5,12,273,1278,2865,11,6,9,1,1,1,2
1090,1,2.3,0,1,1,8,0.6,128,8,8,1217,1670,3839,17,3,11,1,0,1,3
772,0,1.1,1,12,0,39,0.8,81,7,14,1314,1854,2819,17,15,3,1,1,0,3
1883,1,2.7,1,6,1,30,0.5,95,2,10,531,791,3724,16,15,20,1,1,1,3
659,0,2.7,0,6,1,6,0.5,110,3,7,1054,1929,2044,15,5,2,1,0,1,1
851,0,2.3,1,7,1,54,1.0,101,2,9,788,1007,1005,12,2,14,1,0,1,0
578,1,0.5,0,9,1,62,0.3,170,5,13,626,1134,2977,15,12,5,1,1,1,2
1189,1,2.3,0,13,0,8,0.5,198,3,14,379,932,893,9,6,13,1,1,0,0
571,0,0.6,0,1,1,43,0.5,141,3,8,224,783,2587,7,5,18,1,0,0,1
1039,0,1.3,0,0,1,12,0.8,200,8,0,1428,1827,1619,7,1,10,1,1,1,1
990,1,2.7,1,3,0,15,0.9,153,2,7,1466,1717,2698,11,8,6,1,0,0,2
1006,0,2.2,1,4,1,22,0.8,135,4,8,35,991,909,18,4,7,1,0,1,0
743,0,0.5,1,0,1,33,0.3,95,2,1,1587,1659,316,19,10,4,1,0,0,0
1142,1,1.4,1,6,0,6,0.7,190,8,8,534,855,663,12,4,5,0,1,1,0
902,1,0.6,1,0,0,63,0.7,122,5,14,364,1360,3654,18,8,15,0,1,1,3
1696,0,1.7,0,1,0,13,0.9,97,3,2,179,772,523,5,0,4,0,1,1,0
1703,1,0.5,0,5,1,23,0.2,92,6,7,134,521,793,7,3,17,1,1,0,0
733,1,0.6,1,0,0,63,0.3,105,7,10,950,1739,984,17,4,9,1,0,1,0
1189,1,1.9,0,5,0,7,0.5,164,2,20,79,615,841,13,10,11,0,1,0,0
1084,1,2.6,0,3,1,40,0.9,107,3,11,322,771,1945,15,4,10,1,1,0,1
1356,0,2.8,0,0,0,29,0.5,198,6,0,1612,1983,3702,17,0,19,0,0,0,3
1093,0,0.5,0,1,1,31,0.6,171,2,12,1310,1420,1646,12,0,6,1,1,0,1
1218,0,1.8,1,1,1,14,0.5,147,3,4,229,616,398,17,0,5,1,0,0,0
638,0,1.7,1,11,0,27,0.5,102,4,17,1171,1383,2735,7,2,9,1,1,0,2
935,1,0.5,1,3,1,58,0.1,155,5,12,639,1087,2473,10,4,9,1,0,1,2
1283,1,1.6,1,4,0,47,0.9,93,5,5,372,692,2698,9,6,17,1,1,0,2
1519,0,2.9,0,2,0,30,0.7,112,7,8,1122,1702,2440,9,5,10,1,1,1,2
1664,1,2.9,1,9,1,15,0.5,177,7,19,1178,1929,1968,12,7,9,1,0,0,2
801,1,2.2,1,2,0,63,0.4,165,7,4,650,879,1617,17,4,19,0,0,1,1
1253,1,0.5,1,5,1,5,0.2,152,2,19,685,714,1878,15,0,4,1,1,0,1
1221,0,2.3,0,7,1,35,0.4,152,7,19,765,1899,2638,19,16,14,1,1,1,2
894,0,2.1,1,16,0,16,0.7,168,8,20,286,1300,3377,5,1,6,1,1,1,2
1977,1,2.0,1,7,1,54,1.0,171,7,18,1226,1242,1971,18,7,14,1,1,0,2
1496,1,2.0,1,4,0,42,0.5,182,5,5,96,741,854,16,0,7,0,1,1,0
1453,0,1.6,1,12,1,52,0.3,96,2,18,187,1311,2373,10,1,10,1,1,1,2
1600,0,2.5,1,1,0,19,0.6,88,6,9,831,1713,1179,10,3,18,0,0,1,1
1807,1,0.5,1,2,1,61,0.1,134,6,6,1734,1968,3726,8,5,15,1,0,0,3
1404,0,2.1,0,16,0,44,0.9,151,1,20,1703,1880,1196,10,6,5,0,0,1,1
1975,1,1.5,0,6,1,16,0.9,128,8,11,80,655,2998,5,4,13,1,1,0,2
504,1,0.5,1,5,0,16,0.1,166,1,9,767,1665,701,17,15,15,1,0,1,0
812,0,0.5,1,1,0,64,1.0,106,4,7,35,1309,3102,6,0,2,0,0,0,2
1450,0,2.1,0,1,0,31,0.6,114,5,4,1573,1639,794,11,5,9,0,1,1,1
504,0,2.8,1,0,0,40,0.5,178,3,0,626,1195,470,6,0,16,1,0,0,0
1754,1,2.1,1,1,1,52,1.0,101,4,3,199,1452,3019,11,6,19,1,0,1,3
1646,0,2.5,0,3,1,25,0.6,200,2,5,211,1608,686,8,6,11,1,1,0,0
965,1,1.5,1,5,0,13,1.0,109,2,14,130,998,1138,9,8,10,0,1,0,0
1149,1,2.2,0,4,0,30,0.2,106,6,5,1617,1675,3755,17,14,8,1,0,0,3
1464,0,0.5,1,0,1,17,0.7,153,6,8,418,1341,1277,13,6,19,1,0,0,1
1708,0,0.8,0,8,1,14,0.9,197,4,16,263,1345,1247,19,16,16,1,0,0,1
1725,1,1.6,1,6,1,6,0.5,119,2,18,609,1307,3429,6,5,4,1,1,0,3
605,0,1.0,0,8,1,9,0.1,142,3,16,160,1026,392,15,6,4,1,0,0,0
704,1,2.7,0,8,1,29,0.2,80,1,10,1108,1509,1122,9,3,10,1,1,1,0
1331,0,0.5,0,8,0,55,0.9,146,3,15,1162,1531,1732,6,2,11,1,0,1,1
1763,0,2.9,1,1,1,53,0.2,101,4,20,138,806,2066,12,9,17,1,1,1,1
1283,1,0.7,1,0,1,27,0.2,80,4,6,1135,1923,3957,17,15,6,1,0,0,3
1081,1,2.5,1,13,0,49,1.0,99,3,17,284,519,325,9,1,6,0,0,1,0
1083,1,2.0,0,3,0,41,0.7,158,5,5,937,1164,1543,18,3,10,0,0,1,1
1413,1,0.5,1,4,1,45,0.4,104,5,6,1949,1994,2973,17,8,15,1,0,1,3
