battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1563,0,1.7,1,10,0,16,0.1,151,7,13,410,572,3922,11,1,8,0,0,1,3
959,1,1.7,0,15,0,13,0.4,155,4,16,87,736,3328,10,9,10,1,1,1,2
912,0,0.7,0,3,0,47,0.9,182,3,6,724,794,1321,7,2,6,0,1,1,0
726,0,2.9,0,0,0,43,0.1,101,8,0,666,760,1446,17,2,8,1,1,0,0
1010,1,2.0,1,2,1,8,0.9,139,5,3,547,957,2625,15,11,12,1,1,0,2
895,0,0.5,1,6,0,16,0.3,164,8,14,126,1575,3122,7,0,4,0,0,1,2
1031,1,2.1,1,2,1,11,0.1,121,2,9,532,1247,2385,11,7,16,1,0,0,2
1494,0,1.6,0,3,1,45,0.8,158,5,4,449,790,3208,11,9,4,1,0,0,3
664,1,1.1,1,1,1,51,0.1,110,7,4,701,1478,3629,19,15,6,1,1,1,3
1053,0,2.9,0,7,0,42,0.9,126,6,17,419,1261,1339,17,0,14,0,0,1,0
1569,1,1.6,1,4,1,54,0.9,190,4,6,371,665,3905,6,2,4,1,0,0,3
547,0,1.9,1,1,0,37,0.4,154,5,4,371,541,2705,17,3,10,1,1,0,1
947,0,0.8,1,0,1,22,0.1,197,2,13,1176,1220,2842,16,12,2,1,0,0,2
1086,0,2.7,0,0,1,24,0.1,135,8,19,1874,1976,3930,17,1,18,1,1,1,3
1720,0,1.6,0,18,1,2,0.8,188,5,20,334,896,2522,10,5,2,1,0,1,2
966,0,2.0,0,8,1,34,0.5,118,2,10,214,1523,3534,18,17,11,1,1,1,3
962,0,1.0,1,14,0,2,0.9,125,1,20,1618,1916,1491,16,2,14,1,0,0,1
1602,1,2.8,1,4,1,38,0.7,114,3,20,466,788,1037,8,7,20,1,0,0,0
1562,1,1.3,1,1,1,7,0.2,190,5,15,642,1533,2243,12,10,6,1,0,0,2
1208,0,2.9,0,5,1,16,1.0,175,1,19,691,1028,2201,17,16,12,1,0,0,1
1631,0,0.5,0,2,1,13,0.5,166,2,16,960,1735,2173,12,3,8,1,1,0,2
1572,0,0.6,0,0,1,58,0.2,157,7,8,1109,1937,2462,12,8,10,1,0,0,3
1470,0,2.2,1,4,1,33,0.4,138,7,10,1790,1988,1633,18,4,4,1,0,0,2
904,0,1.6,1,5,1,14,0.2,102,8,9,56,760,1846,7,0,3,1,0,1,1
615,1,0.5,1,7,0,58,0.5,130,5,8,1021,1958,1906,14,5,5,1,0,0,1
720,1,0.9,1,12,1,14,0.8,165,4,14,366,1234,1086,14,7,3,1,1,0,0
689,0,1.4,0,2,0,45,0.5,103,5,11,256,823,3585,10,1,10,1,0,0,3
1112,1,0.5,1,1,0,53,0.6,121,4,16,234,739,3655,7,3,20,1,1,0,3
759,0,2.5,0,3,1,39,0.3,162,2,8,110,1317,968,6,2,2,1,0,0,0
1479,0,0.5,0,8,0,19,0.6,156,3,10,180,1476,3323,13,12,6,1,0,1,3
1205,1,2.7,0,5,0,10,0.1,163,6,10,321,1870,953,18,11,20,0,1,1,0
1694,0,1.8,0,0,0,53,1.0,186,6,0,1194,1208,1653,7,5,6,1,0,0,2
1791,1,0.5,1,1,1,33,0.5,110,5,4,371,682,594,17,8,16,1,0,1,0
1993,1,0.5,0,10,1,27,0.3,147,8,11,150,510,2437,14,0,9,1,0,0,2
1576,0,2.6,0,7,0,58,0.2,90,3,16,400,631,336,14,8,13,1,1,1,0
1347,0,2.9,0,5,0,44,0.6,132,1,14,434,967,2484,18,2,11,1,0,1,2
1373,1,1.0,1,2,0,50,0.2,127,7,12,105,673,3800,8,3,14,1,0,0,3
561,1,2.8,1,2,1,40,0.1,99,7,6,426,865,2974,15,12,19,1,0,1,2
852,1,1.6,1,6,1,54,0.4,147,5,7,538,730,1275,13,7,12,1,0,1,0
1461,0,2.4,1,3,1,40,0.5,141,7,4,1265,1298,3799,16,1,4,1,0,0,3
1034,1,2.7,1,6,0,37,0.7,120,7,20,707,1199,3625,17,1,12,0,1,1,3
852,0,1.0,1,4,1,62,0.7,104,7,13,293,1159,2253,17,4,7,1,1,0,1
1447,1,2.5,1,2,0,9,0.2,155,8,16,737,1455,568,12,11,8,0,0,0,0
1127,1,2.9,1,5,1,57,0.8,163,1,13,928,1049,2048,11,5,17,1,1,1,1
730,1,0.5,1,3,1,27,0.1,112,5,10,62,846,3623,9,4,15,1,1,0,2
695,0,1.2,0,1,1,41,0.4,169,8,8,789,1211,2282,5,2,17,1,1,0,1
1193,0,0.9,0,11,0,26,0.5,166,1,20,730,1729,536,17,14,4,1,0,1,0
1676,0,1.6,0,2,0,37,0.2,145,1,3,134,1197,2515,14,8,4,1,0,1,2
1578,0,1.9,1,2,1,37,0.1,138,4,19,411,1226,2458,19,16,3,1,0,1,2
1788,1,0.5,1,15,1,2,0.3,150,6,20,472,1073,2655,12,2,4,1,0,1,2
1190,1,2.2,1,9,0,47,0.3,186,6,10,1417,1441,624,9,3,19,1,1,1,0
1965,0,0.5,0,6,1,4,1.0,84,7,9,977,1660,3535,17,0,16,1,1,1,3
911,1,2.2,1,1,1,28,0.5,182,2,2,157,763,2638,8,4,13,1,1,1,1
645,0,0.5,0,1,0,41,1.0,197,7,10,327,580,2962,12,9,4,1,1,1,2
1007,0,2.0,0,0,0,45,0.1,95,5,2,1186,1529,3648,9,0,16,0,0,0,3
1590,0,1.5,1,12,1,14,0.5,187,4,15,1058,1109,2836,6,5,4,1,0,0,3
1730,0,2.0,1,0,1,20,0.1,143,4,10,418,1023,1595,14,0,12,1,1,0,1
1334,1,2.4,0,5,1,42,0.6,115,5,14,1187,1974,2542,10,1,8,1,0,0,3
1454,1,0.5,1,1,0,34,0.7,83,4,3,250,1033,3419,7,5,5,1,1,0,3
1278,1,1.0,0,7,1,24,0.8,170,3,16,1352,1775,3141,6,2,11,1,1,1,3
684,1,0.9,1,3,1,63,1.0,157,5,9,159,1738,3756,17,5,12,1,1,1,3
1109,0,2.1,0,1,0,34,0.1,173,1,4,165,1103,2821,13,5,17,1,0,1,2
951,0,0.5,0,6,1,15,0.6,81,2,17,854,935,1083,16,11,16,1,1,0,0
1698,0,2.1,0,5,1,18,0.9,160,6,20,363,994,796,13,3,14,1,0,1,0
1166,0,2.0,0,3,1,25,0.8,198,5,4,59,1203,2488,13,5,15,1,0,0,2
907,0,1.4,1,3,0,42,0.2,151,1,16,171,507,584,11,9,6,1,0,0,0
1454,0,2.6,0,8,0,6,0.4,199,3,20,698,1018,1300,10,0,2,0,0,1,1
1554,1,0.5,1,11,0,5,1.0,124,3,12,395,1579,3635,7,4,18,0,0,0,3
1579,1,0.5,1,0,0,5,0.2,88,7,9,1358,1739,3532,17,11,12,0,0,1,3
919,0,0.5,1,11,0,13,0.3,159,1,15,275,570,1028,8,4,17,1,0,0,0
1369,1,1.8,1,6,0,34,0.5,162,1,7,553,727,3856,18,4,18,0,1,1,3
1920,0,0.6,1,3,1,19,0.5,131,3,8,670,1152,3943,13,0,4,1,1,0,3
1083,1,1.4,1,2,1,49,0.8,156,5,9,295,503,1338,16,8,5,1,1,1,0
1271,0,1.5,1,0,0,2,0.9,161,1,1,1260,1788,892,15,13,20,0,1,0,1
1299,0,2.8,1,2,0,60,0.8,187,8,6,1333,1838,1412,13,1,20,0,1,1,1
1450,1,2.7,1,9,0,19,0.6,131,1,17,707,1882,575,15,9,12,0,0,0,0
667,0,1.3,1,4,1,6,0.1,149,6,10,272,870,3566,9,5,12,1,0,1,2
1523,1,2.4,0,5,1,57,0.2,117,2,6,247,539,3971,18,12,10,1,1,1,3
1872,0,0.5,0,5,1,26,0.5,172,4,10,672,1088,2273,8,4,8,1,0,1,2
767,0,1.5,0,4,0,28,0.7,175,4,10,344,1517,527,10,0,15,0,1,0,0
1380,1,2.1,1,1,1,4,0.8,92,3,13,420,500,797,13,2,15,1,1,0,0
1620,1,2.2,1,0,1,30,0.2,185,3,3,832,1033,606,6,0,18,1,0,0,0
1433,1,2.3,0,8,1,27,0.9,153,7,12,1619,1651,3900,18,16,2,1,0,1,3
1695,1,0.5,1,2,1,47,0.5,189,5,13,308,1208,1629,8,6,11,1,1,0,1
1062,1,2.5,1,6,0,10,0.9,160,1,13,1596,1807,3803,7,3,16,0,0,1,3
1481,1,0.7,1,4,1,37,0.6,96,5,13,116,1533,2945,10,5,16,1,1,1,2
1674,0,2.8,1,0,1,52,0.2,89,3,7,1432,1649,2030,7,0,6,1,0,0,2
511,1,3.0,1,5,1,34,0.9,125,8,13,149,1285,3265,14,7,14,1,0,0,2
1712,0,1.4,0,1,0,63,0.5,137,7,12,747,1126,3652,16,1,19,1,0,0,3
1991,0,2.8,0,3,1,15,0.1,181,1,13,298,1037,1861,8,5,17,1,1,1,1
1972,1,1.6,0,0,0,48,0.5,92,8,2,290,804,2872,7,2,11,1,0,1,3
1897,1,1.9,0,2,1,54,0.3,154,2,7,630,738,412,17,11,2,1,0,0,0
1320,0,2.1,1,0,1,41,0.6,144,7,2,123,1229,542,11,1,14,1,1,0,0
1780,1,0.5,0,6,0,27,0.1,190,4,11,1331,1463,2776,19,17,14,1,1,1,3
1569,0,0.5,1,3,0,33,0.2,147,1,13,519,930,3538,18,1,15,1,0,1,3
1237,1,2.5,0,7,0,13,0.8,98,4,12,18,1004,2528,11,8,16,0,0,0,2
1413,0,0.5,1,4,1,39,0.1,185,5,12,1039,1318,3878,19,16,4,1,0,0,3
1135,1,2.8,1,9,0,43,0.4,158,1,11,690,1589,3204,18,13,6,1,0,0,3
940,0,2.9,0,0,0,16,0.7,115,4,1,499,1090,2192,15,13,9,1,1,1,1
508,0,0.8,0,7,1,42,0.3,94,1,8,39,557,663,13,12,7,1,0,0,0
616,0,1.9,1,13,1,44,0.8,81,3,17,651,1618,3366,18,8,13,1,1,0,3
1905,0,0.6,1,9,1,36,0.4,119,3,20,825,1542,1287,13,4,16,1,0,0,1
589,1,0.5,0,1,1,59,0.7,146,8,4,759,1858,362,16,10,6,1,1,1,0
664,0,1.5,0,5,1,6,0.9,164,2,19,1076,1472,3774,11,5,18,1,0,0,3
1837,0,1.0,1,5,1,12,0.9,103,8,6,1420,1539,2294,8,7,20,1,0,1,3
583,1,0.9,1,1,0,51,0.9,88,8,2,1658,1794,1799,16,9,7,0,1,0,1
999,0,2.9,1,11,1,64,0.2,199,4,19,1397,1616,2593,14,11,16,1,1,0,2
797,1,1.5,1,4,0,18,0.6,81,8,20,888,1466,2052,9,3,14,1,1,1,1
841,0,0.5,0,6,1,11,0.3,81,5,14,125,675,957,6,5,11,1,1,0,0
1577,0,1.0,1,0,1,64,0.1,105,3,7,116,1432,2967,7,3,7,1,1,1,3
1278,1,1.2,0,10,1,60,0.6,172,7,14,1244,1504,3142,11,4,19,1,0,1,3
1611,1,0.5,1,11,0,3,0.6,98,3,14,303,714,1595,8,4,9,1,0,1,1
1217,1,0.5,0,3,0,17,0.5,182,4,13,628,632,1711,7,3,9,1,0,1,1
1901,1,0.5,0,5,1,41,0.6,131,2,17,3,1662,368,5,1,12,1,0,0,0
1802,0,2.7,1,0,1,10,0.6,101,7,9,253,590,696,14,7,3,1,1,0,0
680,1,2.1,1,9,1,9,0.1,131,3,11,1428,1500,2438,14,2,17,1,0,0,2
614,1,0.7,0,4,1,51,0.1,178,7,7,1012,1040,2854,10,7,12,1,0,1,2
1174,0,0.7,1,1,1,25,0.8,91,2,8,1097,1461,285,19,7,3,1,0,1,0
1259,0,1.2,1,0,0,13,0.5,97,2,0,1210,1989,340,17,13,4,1,0,1,0
1071,0,2.6,0,0,0,49,0.3,199,4,5,1328,1970,3393,6,5,7,1,0,0,3
1842,1,2.2,1,7,0,56,0.4,179,4,10,783,1227,3721,16,11,4,0,1,1,3
1550,1,2.5,0,6,0,21,0.8,133,2,11,268,832,2338,16,1,15,0,1,0,2
1154,0,1.2,1,0,1,49,0.2,181,8,2,541,1499,978,5,3,7,1,0,1,0
730,1,1.3,1,6,0,6,0.9,167,7,10,1096,1155,2812,10,1,17,0,0,0,2
831,0,1.7,1,7,1,26,0.7,177,5,11,511,621,1704,6,5,20,1,1,1,0
1396,0,2.4,1,0,0,46,0.1,138,7,1,1191,1347,2389,7,3,15,0,0,1,2
1719,1,2.0,0,0,0,12,0.3,122,8,7,240,904,462,6,3,5,0,0,0,0
808,0,0.5,1,0,0,8,0.1,192,4,1,618,1891,3762,15,9,12,1,0,1,3
1831,1,2.2,1,4,0,55,1.0,189,8,9,1693,1790,1133,14,3,10,0,1,0,1
771,0,2.9,0,2,0,62,0.7,106,1,8,1709,1781,1628,9,3,6,0,1,0,1
804,1,0.8,1,12,1,41,0.9,89,1,13,709,818,2027,11,5,11,1,0,0,1
1142,1,1.2,0,0,0,2,0.6,114,6,0,623,769,1747,7,0,14,0,1,0,1
805,0,0.8,0,1,0,34,0.6,88,6,2,1262,1538,3647,18,11,9,1,0,1,3
875,1,0.7,1,1,0,30,0.7,146,8,8,469,853,702,19,15,15,1,1,1,0
1783,0,2.9,1,2,0,42,0.7,104,6,8,1081,1979,387,14,5,3,0,1,0,1
912,0,0.5,1,0,0,58,0.3,107,5,1,165,1723,3573,17,3,20,1,1,0,3
1641,0,1.1,0,6,0,48,0.7,97,8,7,224,1994,1695,13,6,17,1,0,1,2
1537,0,2.9,0,11,1,46,0.8,158,4,17,686,1305,2857,17,14,2,1,1,1,3
1766,1,0.5,1,1,1,22,0.8,122,8,4,291,1318,3297,7,5,16,1,0,0,3
1289,0,0.9,0,10,1,25,1.0,178,6,12,765,899,1043,6,2,11,1,1,0,0
1501,0,1.1,0,12,1,2,0.2,187,1,15,198,1056,2487,13,12,16,1,1,1,2
1201,1,0.5,0,2,0,10,1.0,99,7,7,306,558,495,15,6,14,1,1,1,0
1225,0,0.7,1,6,0,60,0.1,107,2,15,10,1567,2423,17,11,6,1,0,0,2
950,0,0.5,0,6,1,55,0.1,124,8,7,86,1681,1305,6,5,4,1,0,1,0
1836,1,2.1,1,0,1,30,0.2,184,7,15,276,1230,3072,7,3,5,1,1,0,3
1820,1,1.7,1,0,1,64,0.6,161,1,3,1157,1951,574,10,2,18,1,1,0,1
659,0,0.5,1,7,1,5,0.3,169,8,10,659,730,2190,16,10,16,1,1,0,1
614,0,1.7,1,0,1,58,0.2,128,7,2,22,519,3487,15,6,11,1,1,1,2
873,1,0.5,1,6,0,8,0.6,152,7,9,1257,1411,575,15,8,7,1,0,1,0
1042,0,2.2,0,15,1,11,0.6,139,5,16,68,1018,2826,18,0,2,1,0,0,2
1408,1,2.1,1,10,0,45,0.9,89,5,14,613,1088,3952,8,6,3,0,0,1,3
714,1,2.1,1,5,1,11,0.1,197,3,6,1750,1857,1164,15,12,19,1,1,0,1
1760,0,1.9,0,1,1,50,0.8,198,1,2,273,1704,2549,10,8,4,1,1,0,2
1195,0,2.0,1,1,1,23,0.1,82,4,9,163,1100,980,13,9,17,1,0,0,0
503,0,1.2,1,5,1,8,0.4,111,3,13,201,1245,2583,11,0,12,1,0,0,1
1607,0,1.1,1,6,1,20,1.0,192,2,8,776,1005,885,11,1,14,1,1,0,0
1640,1,0.7,0,10,1,21,0.8,169,7,14,589,1301,337,16,3,5,1,1,0,0
781,0,1.1,0,2,0,38,0.4,198,5,7,304,1674,3508,13,8,5,0,0,1,3
1973,1,0.5,1,3,0,21,0.8,95,8,7,127,507,1724,12,10,8,0,0,1,1
673,1,1.9,0,13,1,35,0.4,142,6,14,1096,1570,3541,18,17,4,1,0,1,3
1191,0,0.8,0,6,1,46,0.8,89,6,9,42,807,824,19,18,7,1,0,0,0
1742,1,0.5,1,5,1,43,0.9,176,3,7,356,1407,1921,9,2,3,1,1,0,2
1489,0,2.1,1,0,0,9,0.4,169,3,1,923,1759,1663,9,3,14,1,0,1,1
1077,1,2.5,0,13,1,49,0.6,131,4,14,334,1079,3454,17,11,2,1,0,1,3
1375,0,0.5,1,2,1,35,0.1,194,2,3,227,772,1947,15,13,15,1,1,1,1
1314,1,2.8,1,13,1,5,1.0,87,4,18,82,512,3411,17,16,18,1,0,0,3
1387,0,0.5,0,0,1,61,0.5,98,3,0,785,1151,629,5,3,11,1,1,0,0
1318,0,1.9,1,0,1,11,0.8,188,2,15,688,1591,1780,12,10,2,1,0,0,1
1600,0,0.5,0,1,1,16,0.3,94,4,16,1315,1710,2073,9,5,4,1,1,0,2
1713,1,2.0,0,9,1,5,0.7,199,6,16,108,1963,1513,15,6,2,1,0,1,1
1358,0,1.7,0,0,0,60,0.6,147,3,1,889,1635,440,14,10,13,1,0,0,0
1712,1,0.9,1,2,0,23,1.0,155,7,19,155,663,1422,5,0,15,1,1,0,1
594,1,2.6,0,1,0,27,0.1,196,5,2,407,528,708,17,5,17,0,1,1,0
1589,1,1.4,0,3,1,26,0.1,100,8,16,1673,1759,3970,16,8,18,1,0,1,3
1414,0,0.5,0,0,1,15,0.8,168,2,0,294,1233,1069,18,6,14,1,0,0,0
1082,0,0.8,0,0,0,38,0.1,198,8,5,986,1191,2337,6,1,17,0,1,1,2
730,0,1.5,0,9,0,9,0.7,122,4,15,1371,1677,2787,10,8,7,1,0,1,2
676,0,2.2,0,1,1,39,0.2,84,1,5,864,1011,2064,13,7,6,1,0,0,1
1407,0,1.8,1,5,1,16,0.2,170,4,6,925,1206,1068,6,0,8,1,1,0,1
1335,1,3.0,0,3,0,60,0.8,180,2,4,83,559,3615,5,2,9,1,0,0,3
1075,0,0.5,1,2,0,11,0.2,122,1,16,271,1769,3927,8,3,7,1,0,0,3
1285,0,0.8,1,4,1,11,0.8,199,5,7,1791,1896,3966,17,15,2,1,1,1,3
1559,1,1.6,1,6,1,6,0.5,162,6,17,179,1559,3352,9,1,3,1,1,1,3
618,1,1.0,0,9,1,13,0.1,80,4,15,591,724,1424,15,12,7,1,1,0,0
1090,0,1.3,1,5,0,27,0.1,91,4,16,1638,1910,1352,5,1,11,0,1,0,1
1263,0,0.5,0,12,0,64,0.3,175,5,18,178,1883,1183,14,3,17,0,0,1,1
1815,0,2.8,0,2,0,33,0.6,159,4,17,607,748,1482,18,0,2,1,0,0,1
880,0,1.7,0,2,0,6,0.6,198,4,19,632,660,3006,6,4,3,1,0,0,2
1190,0,2.0,1,0,0,40,0.2,93,5,1,1399,1646,3610,13,7,9,0,0,1,3
1195,1,1.1,1,2,1,8,0.9,80,6,6,327,1001,643,14,2,19,1,0,0,0
1310,1,2.3,1,6,0,57,0.9,135,8,9,449,889,1175,16,0,8,0,0,0,0
1935,0,0.5,0,0,1,29,0.6,124,5,9,806,860,455,9,2,6,1,0,1,0
989,1,0.7,0,13,1,51,0.4,132,3,15,670,804,2349,10,1,20,1,0,1,1
1342,0,1.0,0,0,1,31,0.6,86,7,1,991,1638,2746,15,5,10,1,1,0,3
1504,0,1.5,0,12,1,34,0.7,142,8,15,507,973,2806,7,2,7,1,0,1,2
1656,1,1.6,1,0,0,16,1.0,117,7,2,320,899,2856,14,3,20,1,1,1,2
600,0,0.5,0,0,0,14,0.8,112,5,2,320,747,1655,18,0,9,0,0,0,0
946,1,1.4,0,9,0,26,0.1,186,6,10,273,891,1637,7,3,6,1,0,1,0
1855,0,0.5,0,5,0,32,0.6,187,8,18,267,1161,3933,7,0,7,1,0,1,3
668,0,2.3,0,2,1,48,0.3,114,1,19,195,1292,1201,14,12,4,1,1,0,0
954,1,0.5,0,0,0,50,0.3,134,2,11,228,1058,438,17,0,2,1,0,0,0
1083,1,2.9,1,1,1,39,1.0,173,8,2,523,542,3248,8,6,6,1,0,1,2
713,0,0.9,1,0,0,42,0.1,94,1,14,1048,1123,928,12,10,9,0,0,1,0
672,1,0.6,1,13,0,61,0.1,194,5,20,724,1127,1457,14,10,20,1,0,1,0
1425,0,1.2,0,9,1,35,0.7,127,8,14,150,1897,590,13,2,6,1,1,1,0
1237,0,0.5,0,2,0,27,0.1,87,8,5,274,603,2454,14,0,8,1,1,1,2
871,0,0.6,0,2,0,52,0.1,178,3,3,194,1437,437,14,7,17,1,0,0,0
1898,0,1.8,1,3,1,56,0.2,185,7,4,444,739,2114,10,5,19,1,1,1,2
1864,0,2.2,0,0,1,7,0.1,142,1,2,225,1545,2258,10,1,10,1,0,0,2
1549,1,1.5,1,0,1,27,0.4,113,5,7,632,1162,436,10,8,11,1,0,0,0
936,1,2.3,0,5,1,57,0.2,129,2,6,657,938,2049,12,8,5,1,1,0,1
596,0,2.1,1,9,0,64,0.8,111,8,15,885,1854,3238,16,13,10,0,0,0,3
1368,1,1.6,1,4,0,9,0.1,115,7,7,843,1145,2941,13,12,17,0,1,0,3
1663,1,0.5,0,0,0,40,0.6,147,4,15,951,1545,1336,8,5,15,1,0,0,1
1991,1,1.8,0,11,0,9,0.7,94,3,12,751,1377,1511,17,8,9,0,0,0,1
1884,0,1.0,1,3,0,24,0.5,149,6,4,1168,1179,1396,15,8,9,1,1,1,1
1342,0,2.8,0,1,0,50,0.1,173,1,8,127,620,2644,7,2,11,0,1,1,2
1610,1,2.9,0,7,1,64,0.9,181,4,12,1236,1280,941,8,4,9,1,1,0,1
1174,1,0.9,0,7,0,30,1.0,147,4,20,744,1244,804,17,14,16,0,1,1,0
1551,0,1.1,0,4,0,51,0.1,88,5,6,1738,1995,3844,11,8,4,0,1,0,3
1813,1,0.6,1,0,1,5,0.2,198,3,8,338,1306,759,9,3,14,1,1,0,0
897,1,2.0,0,3,1,2,0.6,154,8,10,0,994,1958,7,5,7,1,1,0,1
543,1,0.5,1,4,1,60,0.7,132,5,7,693,1031,933,14,0,5,1,1,0,0
1406,0,0.5,1,2,1,34,0.8,98,3,5,1017,1366,3915,9,8,2,1,0,1,3
1589,0,2.6,0,9,0,46,0.4,84,3,16,618,940,2373,11,9,20,1,1,0,2
1512,0,0.6,1,1,1,54,0.4,134,3,2,220,1838,3366,7,3,11,1,0,1,3
1283,1,2.4,1,8,1,33,1.0,93,3,15,510,980,773,17,7,2,1,1,0,0
1438,0,2.2,0,0,1,32,0.6,176,7,6,683,1663,869,19,13,9,1,1,1,0
1893,1,2.1,1,8,0,63,0.2,134,2,11,637,763,3822,14,3,18,0,1,1,3
1166,0,1.5,1,0,1,43,0.8,80,4,1,205,603,3993,7,1,7,1,1,0,3
959,1,1.3,1,0,0,36,0.4,196,5,14,1313,1331,3073,19,1,8,1,1,1,3
1776,0,2.2,0,2,0,20,0.9,82,6,16,1563,1803,2671,15,10,12,0,1,1,3
1633,0,1.7,1,3,1,33,0.9,111,2,19,146,906,511,9,0,7,1,1,0,0
1164,1,2.6,1,0,0,61,0.3,88,1,6,1107,1656,3859,11,10,17,0,1,0,3
966,1,0.6,0,9,1,50,0.2,117,4,10,1446,1754,2574,10,1,5,1,0,1,2
1481,1,2.0,1,0,0,35,0.5,105,3,0,249,522,2635,17,16,4,1,0,1,2
